lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,5DN1,5DN2,5DN3,5DN4,5DN5,SolventBlank1
PE (40:5),0.19371696567260682,6.153572036147801,0.7026394319547649,0.40189822560745186,0.9993182725636095,794.5696 -> 653.5696,PE,39713.662796007004,40264.582672107,43921.563507104,32755.802246083,29070.361679067,29625.082031236,31675.122375499,30477.542190545,29123.3423233057,32202.402420038,20966.821823122
PE (40:8),-0.18209661536525884,7.296645092954974,0.6210884318420538,0.4306431052915752,0.9993182725636095,788.5226 -> 647.5226,PE,91366.086364696,79355.46591186,78755.325042738,73743.364868219,61588.524536123,89322.285461404,77959.746780382,85473.725524959,78045.765991203,81296.944671634,24473.861618045
PE (40:9),-0.09047904667984386,6.365986105020501,0.15338342653199533,0.6953227784019111,0.9993182725636095,786.507 -> 645.507,PE,40054.202987672,38117.622634887,45146.183425906,39520.562881463,35174.382507324,38898.483184796,42645.462707517,40035.682647695,38213.382873543,39308.062622082,21942.4216079656
PE (42:0),0.020048297122943464,6.5442993755951795,0.007532254657235171,0.9308395787711483,0.9993182725636095,832.6791 -> 691.6791,PE,55441.20365904,48035.423065189,57179.343673672,40494.022552463,32513.022483817,48648.743591313,41506.982803353,46055.263595605,43810.74319458,37764.722961433,24280.121917717
PE (42:10),0.04034943251744117,7.720112553609444,0.030515601705133122,0.8613254623405598,0.9993182725636095,812.5226 -> 671.5226,PE,138976.850616469,122757.627822865,98251.466552781,115237.327362056,104109.327148453,116717.128219717,73877.184326208,123631.089477556,113704.829620398,103450.767394981,15755.521102906
PE (42:11),-0.029900735654877306,6.423835323821407,0.016754060116818792,0.8970114957608806,0.9993182725636095,810.507 -> 669.507,PE,51332.703758232,46660.143157962,43670.403778062,38358.9833526602,36113.522369367,40363.103485101,36896.002593988,44875.984039297,41202.342758182,44604.643569992,18193.9412384032
PE (42:4),0.12879467185197008,5.9104325723817,0.31070337405091664,0.5772488873584638,0.9993182725636095,824.6165 -> 683.6165,PE,38447.482818624,30748.8220062287,35415.822265616,28835.721801755,24910.441925062,26426.341903679,25433.201721181,28476.5620193437,27701.061912537,28588.72213745,13878.7810897801
PE (42:5),0.13894118118877344,5.806202277790709,0.36155151540896213,0.5476458237213659,0.9993182725636095,822.6009 -> 681.6009,PE,34648.762451177,28392.381568918,32875.122283952,28577.122207644,22523.641540528,24665.661697386,24111.421516423,27317.361968986,24544.82150268,25339.341888424,13547.061027531
PE (42:7),0.09237469825340272,6.3780912149577595,0.15987605337221567,0.6892706570301315,0.9993182725636095,818.5696 -> 677.5696,PE,44034.1427078248,43786.263122554,45417.482727069,39335.882873553,36325.0626754682,33908.802352901,38194.742904656,37087.002410896,37771.942611689,37970.122604375,25197.881423943
PE (42:8),-0.14930474688317413,6.592530895532719,0.41757816961353456,0.5181479708822476,0.9993182725636095,816.5539 -> 675.5539,PE,56300.524108844,49241.263549808,46046.823623652,45059.503326423,40629.802825951,49981.963317869,43400.763183589,52484.143783554,55420.964675987,47332.863204948,16520.1812133706
PE (44:0),-0.18561969279725832,5.963276591849,0.6451248886751273,0.42186107065042944,0.9993182725636095,860.7104 -> 719.7104,PE,40516.7430267278,27961.6422653216,30031.5818824885,24211.1816177363,19196.9615211426,26545.6219177252,19599.6014518755,25970.3420371988,45597.5428428718,34672.0824546735,18921.7212715229
PE (44:1),0.027562574682347376,5.776201328104056,0.014233216974389507,0.9050352697486888,0.9993182725636095,858.6948 -> 717.6948,PE,34494.1224822898,26579.2418136466,28805.402038573,25569.521682733,22612.161529537,26377.6019973741,22384.2616348316,24768.0216369714,25342.3816223156,28802.6820678595,13731.8610115052
PE (44:10),0.07824807466744418,5.784518629940933,0.11470057081533014,0.7348547814711887,0.9993182725636095,840.5539 -> 699.5539,PE,33559.142677308,27157.041687013,33459.262405398,24408.101882926,22677.1016464231,23816.74168396,25602.4216117889,25913.941635134,24963.68159484,25981.942108143,13881.181175237
PE (44:12),0.035743959455441864,6.0431624794745105,0.023938873427113094,0.8770405461386491,0.9993182725636095,836.5226 -> 695.5226,PE,37676.5030212399,35646.94239809,34824.862686149,29924.4221801768,26141.141845711,30216.802062982,27246.842117315002,30194.942001343,30783.7221145499,32556.062438971,18557.9011459368
PE (44:2),0.045503975813070766,5.616576691513928,0.03879025088201615,0.843864781404564,0.9993182725636095,856.6791 -> 715.6791,PE,30646.722106937,23268.621780389,27553.5219116118,22845.5215530427,20320.2415008511,24019.781890864,23386.801582332,21649.961563105,24511.861877444,20746.561531064,12081.4808120743
PE (44:3),0.10239050744101476,5.696300426909187,0.1963706853767917,0.6576664118304544,0.9993182725636095,854.6635 -> 713.6635,PE,30289.6620292595,24084.561614985,28877.961914054,24399.701690676,22622.2014694109,21266.401718152,24926.0017013445,22350.20152283,24074.3818817074,22154.7414016628,15942.221137994
PE (44:6),-0.1199161797939211,6.2756202039352615,0.2693834471834293,0.6037456612250992,0.9993182725636095,848.6165 -> 707.6165,PE,51814.7441329949,36250.182319647,38923.722763055,28902.281784063,25711.2419052043,42370.863327067,32210.1821670494,35975.86206052,38256.382835349,37559.623077398,22559.3615722646
PE (44:7),0.01069189728471622,6.525934371913437,0.002142322824624898,0.9630829087892401,0.9993182725636095,846.6009 -> 705.6009,PE,67687.58361819,44360.123001125,48867.3240813961,38987.822601308,37685.682762152,51021.484512321,32669.1025771936,50729.164413501,45724.2433395072,42499.4225769381,17440.7612380971
PE (44:8),0.14161802464866116,6.475710585017839,0.3756947422498911,0.5399163916744647,0.9993182725636095,844.5852 -> 703.5852,PE,56262.963752779,51903.604263284,49329.003143297,44326.022964491,40562.7224998359,43355.10302734,35468.542312635,45351.123062147,41787.282440189,41275.8633041218,15050.821067811
PE (46:1),-0.03584105593794044,5.583189955287737,0.024065002052807927,0.8767196318877426,0.9993182725636095,886.7261 -> 745.7261,PE,32738.062522908,21672.901611325,24190.2816772462,19428.561401362,20392.601470947,25922.3618087801,20797.4015426607,24753.781494134,22217.2018775914,21093.3013839634,11717.600807196
PEo (18:0),-0.09355848714367451,7.036420649421132,0.16402320383218694,0.6854791409384253,0.9993182725636095,468.345 -> 327.345,PE,70461.766052253,65482.183975178,62906.745025613,64061.205032397,48985.043640133,65546.90542603,61926.104065019,78255.046905481,57986.043579098,50821.663513187,37346.302520762
PEo (18:1),-0.015277376938570968,6.819084347162581,0.004374227750076898,0.9472680013424637,0.9993182725636095,466.3293 -> 325.3293,PE,51705.783279438,59606.904571542,66647.4254454752,70944.904739394,46585.5833434864,55062.104675289,60137.344360274,52468.464645462,57164.8237458,57086.4054565072,16084.6211547922
PEo (20:0),-0.1198069250016934,6.105557997822694,0.2688817451333705,0.6040828952975587,0.9993182725636095,496.3763 -> 355.3763,PE,30498.7625350959,34251.062774653,40908.3019637646,35723.962364204,23748.061782839,31154.922241212,38229.4634323007,35315.342857356,32703.6623687664,31996.3023986798,17128.1211700427
PEo (28:0),0.06845607948486511,6.277297763871315,0.08780716457317794,0.7669836234955429,0.9993182725636095,622.4807 -> 481.4807,PE,42718.9029235739,43192.442733739,37470.802886953,45829.523681633,32147.382202149,37232.642669669,34933.402526851,36667.902725218,35406.382476805,36952.622772209,16960.5812187249
PEo (32:5),-0.10200509483333814,6.551311366707991,0.19495158317211636,0.6588270183286726,0.9993182725636095,678.5433 -> 537.5433,PE,40907.122741676,53285.283142076,46585.9631500235,43428.563766472,39707.142486563,44118.462997446,47706.703460648,43067.202911376,44555.103149401,47200.243103023,25384.341827381
PEo (34:4),-0.039210494343085184,6.0504036290529015,0.02880727893881385,0.8652247826567591,0.9993182725636095,698.512 -> 557.512,PE,32808.882354748,32761.602478019,34182.242492673,31562.342239379,29565.062164302,28929.9619445775,29842.602386477,29812.18249511,34654.962768546,32795.662063616,18576.2410201926
PEo (36:5),-0.10919679665475154,6.725384405070353,0.22341369345292605,0.6364510751640473,0.9993182725636095,724.5277 -> 583.5277,PE,51619.703826856,53926.104431088,53755.084075907,52739.844329857,46480.682952911,62683.724777217,50369.763748186,45310.62294772,49254.183868438,55486.123260429,22894.621658316
PEo (38:0),-0.009031617950026053,7.189814227265445,0.0015287829771466477,0.9688109364787418,0.9993182725636095,762.6372 -> 621.6372,PE,69971.745544452,64675.785003641,65182.004394523,67926.944412239,55079.944000243,60259.184295642,74259.864822396,53529.484130835,54989.963867179,63962.284851065,69900.125900267
PEo (38:4),0.1885105303104609,6.505150309315167,0.6654780929975459,0.4146326060741092,0.9993182725636095,754.5746 -> 613.5746,PE,55805.543762203,50466.843749994,54479.463500959,49577.823638913,34503.542449938,37953.022766133,38195.822998053,40195.543151855,40868.362884535,45211.98309327,20321.6215438789
PEo (38:5),0.20326621376983825,6.372813724925804,0.7736247023614169,0.37909805217497167,0.9993182725636095,752.559 -> 611.559,PE,42647.823196416,41017.882904065,69967.825225785,36688.642578135,36910.462829582,36414.96221923,36853.402358997,38891.542686468,36579.203063944,37317.022735594,16565.981124872
PEo (38:6),0.17133404524314902,6.801130049796003,0.5498329191541416,0.45838597130617603,0.9993182725636095,750.5433 -> 609.5433,PE,81362.624816868,55719.964324918,63445.264358497,52407.32376098,43873.543426523,55247.904190112,46810.263809227,44394.863235467,49740.562667816,52743.703674309,26327.681854251
PEo (40:1),-0.1194841688231911,7.168380577968318,0.2675015873862776,0.6050126738116711,0.9993182725636095,788.6529 -> 647.6529,PE,84599.965209891,68232.645416234,78237.126098628,68393.924011217,59453.844390818,75214.785858237,76919.644470179,75717.585021972,65048.08398439,75122.485107353,23442.801986689
PEo (40:2),-0.08124472523205344,6.328545967627586,0.12367547728609907,0.7250818284201946,0.9993182725636095,786.6372 -> 645.6372,PE,40988.24273681,39840.083282466,45504.743377688,37768.462707509,31196.3026123,38009.82235717,37602.902770988,39678.182975747,41138.323348989,38585.422760019,19979.901535039
PEo (40:3),0.1575500884092403,6.319320702652048,0.4649124040101926,0.49533705901667807,0.9993182725636095,784.6216 -> 643.6216,PE,51655.283859171,37462.36288451,43847.863159167,42461.263122552,35548.822799687,34136.102478013,36387.302383412,32859.922309861,41108.382659913,34553.142272936,19316.361404411
PEo (40:4),0.04331578277369169,6.17810136164473,0.0351566733575055,0.8512677386120899,0.9993182725636095,782.6059 -> 641.6059,PE,41038.843078608,40792.803009062,36266.422592166,34734.002258293,31085.862182621,32000.7225456336,31866.882019045,35437.622436527,34368.88255309,34674.462570192,17833.081237791
PEo (40:5),0.020410143036253367,6.216194741458992,0.0078058752787910635,0.9295978128610904,0.9993182725636095,780.5903 -> 639.5903,PE,43133.643310545,38128.302734386,39824.202316284,32115.402313244,30621.382080077,32976.642059327,30883.222251886,36017.5623931943,34444.72229004,36519.502609258,21167.061508171
PEo (40:6),0.07804403649001711,6.706354976814666,0.11413278887448541,0.7354871963296653,0.9993182725636095,778.5746 -> 637.5746,PE,52778.56295774,55452.8444214064,61405.084777802,46613.963973994,40902.68237303,46862.442962691,38585.242996207,50454.443801916,45778.883026131,47712.743255598,34830.22279359
PEo (42:0),0.11209868672681336,6.388590184666681,0.23541878182288656,0.6275346707655989,0.9993182725636095,818.6998 -> 677.6998,PE,45274.963027954,48788.68380739,43226.503112789,36293.822265623,33964.242446892,33138.28250122,37439.022521976,36928.422927868,38874.803039544,34980.442367538,28807.341629022
PEo (42:4),0.07267996303073306,6.379527683416891,0.09897903964116495,0.7530582833311398,0.9993182725636095,810.6372 -> 669.6372,PE,52628.9241409477,47898.943771382,44300.203216517,41015.36302186,32392.04234314,38186.342391974,34993.322784429,43401.462448116,37070.0630340611,41816.222244306,16785.181121827
PEp (20:0),-0.19812624214590838,5.742733172039277,0.7348633280967645,0.39131132233870136,0.9993182725636095,494.3606 -> 353.3606,PE,22547.4816665621,27979.6620941156,27357.0222091569,26278.741775505,19865.3214645354,24960.941558835,29663.722015369,26095.6618194619,27196.681976316,26414.001785268,13977.6809234607
PEp (28:0),-0.024670510117070634,6.007897842716889,0.01140424405592455,0.914955061083302,0.9993182725636095,620.4651 -> 479.4651,PE,32819.702072147,34987.262847889,35404.982360837,34048.162269599,28073.881958004,33177.402587889,32936.52250671,32862.422241205,28342.822280898,31365.422378535,11197.4006957999
PEp (32:1),0.07033235973664717,5.9310853660113025,0.09267473411526339,0.7608039317741749,0.9993182725636095,674.512 -> 533.512,PE,31687.122627254,32649.6821441729,31283.522491438,29566.322418202,29610.8019332912,28030.9621505743,26217.4020461903,29145.142013541,28042.021766656,27700.102172853,16304.0810775754
PEp (34:4),-0.10677147488647146,6.146195703303502,0.21357060020744723,0.6439830833328423,0.9993182725636095,696.4964 -> 555.4964,PE,32633.122665402,35836.182373036,37384.082519539,36918.702209473,29906.922309875,35390.382705685,31704.282150264,35574.202499382,39583.162780765,33352.722366324,15795.080947879
PEp (36:5),-0.06712775392766099,6.61532367124251,0.08443935815279247,0.7713691074189328,0.9993182725636095,722.512 -> 581.512,PE,58718.144103997,48378.343963614,44953.163391107,48449.642883273,36122.382659902,55221.96371457,45205.263061523,46451.843475339,44886.342834473,42645.683227527,26551.962020872
PEp (42:0),-0.04974112192252788,6.2918330383089405,0.04636154468042264,0.8295199334381858,0.9993182725636095,816.6842 -> 675.6842,PE,43586.002578696,40274.702850344,40144.062896738,36639.682800303,34138.042449957,37144.842369069,34613.082183832,40608.9028778,40594.102569566,37372.30235291,17506.461196907
PEp (42:2),-0.02385116359729758,9.200910846342088,0.010663861428270138,0.9177518798607166,0.9993182725636095,812.6529 -> 671.6529,PE,413174.064636407,347156.166137747,234238.09402452,322442.343902578,299429.079467853,340800.466308658,181963.137176563,391511.306579672,326924.703582777,307485.723938035,14420.7210464407
PEp (42:4),0.18098143850713777,6.358080619319014,0.6133960524266522,0.4335119942292602,0.9993182725636095,808.6216 -> 667.6216,PE,66616.805480889,40431.342575074,48033.583740201,35361.342590337,33010.262390132,45854.223998989,28106.762222299,42027.463180557,33734.542465195,36260.7023773199,15862.7611198407
PG (12:0),0.10586107230103113,6.188772576755983,0.2099449297977287,0.6468105708818738,0.9993182725636095,460.2042 -> 271.2042,PG,34444.742324824,39388.202728256,39099.622833247,36460.44276427,37042.862518318,32866.622344975,32724.60206603,34267.502365114,32859.002670298,30892.462402346,20216.0215301536
PG (14:0),0.07282900032119942,6.52043108077026,0.09938874674958242,0.752564398454117,0.9993182725636095,474.2562 -> 285.2562,PG,40437.982879636,46784.682968153,44867.603134162,55597.503875747,52245.244125389,39411.563049302,46813.003158513,41307.562927242,44832.082931511,43230.343627932,19028.4615325889
PG (16:1),0.03983668410638953,7.106593248533683,0.0297424210234567,0.8630759752119171,0.9993182725636095,500.2719 -> 311.2719,PG,64011.7244873275,78813.564697344,78384.905609191,75191.124465932,60347.284500177,57708.403747463,73743.964935364,71457.684387238,61438.1842498798,63130.844665526,28432.1016387876
PG (18:1),-0.03906892480481197,6.965232649178056,0.028606044484789095,0.8656918593182238,0.9993182725636095,528.3032 -> 339.3032,PG,47263.423599229,64711.304290777,69990.705230665,64310.084121712,52694.603942863,57745.104141249,66499.384353639,53510.623909005,55775.004379284,56532.343948391,38936.022659314
PG (18:2),-0.14658462377158057,7.012966406477942,0.40253646091252904,0.525782221680335,0.9993182725636095,526.2875 -> 337.2875,PG,58246.964935322,71380.725921702,67399.325149539,61478.524246271,48236.463195798,62387.864089931,74665.164299017,57015.803985614,57519.504241968,68643.764099123,32124.642425542
PG (18:3),-0.09652966043982583,6.473151517496938,0.1745862832636933,0.6760675875908735,0.9993182725636095,524.2719 -> 335.2719,PG,38599.322845444,47502.943725573,52756.643447905,46240.662719749,33373.142288198,43318.942733777,46715.723159751,43202.003387448,44334.383010846,42880.342422498,19053.361450197
PG (18:4),-0.0725169934695935,6.19042245439211,0.09853030851931521,0.7536005006953918,0.9993182725636095,522.2562 -> 333.2562,PG,33518.3020324789,36988.842681884,44845.063186694,37661.402465813,27559.902404785,34976.942176823,37009.782348633,37445.002929678,32524.582168559,36978.362121594,16093.361007693
PG (20:0),-0.05934369794796849,7.1442830483377895,0.06600033752056333,0.7972518725234451,0.9993182725636095,572.3294 -> 383.3294,PG,58554.844116211,71034.884429895,72661.685897818,77196.085418644,78358.066375746,64241.824188191,84344.387603683,64630.644393923,73408.965271059,66211.965080229,25583.5016174507
PG (20:1),0.06907811947983356,6.7106483367506335,0.08941986023486237,0.7649159826604837,0.9993182725636095,556.3345 -> 367.3345,PG,62522.624954251,54990.723663343,57375.703933713,49172.123947105,52744.48445126,47914.243408156,61039.3238220865,46638.423995982,47721.722900358,46483.123428297,18937.981399543
PG (20:3),-0.08149460823050218,6.577084286543031,0.12444403898166456,0.7242636751530479,0.9993182725636095,552.3032 -> 363.3032,PG,42439.3227996266,58377.483627251,47285.743225112,43870.143203776,34257.262664801,48026.02363585,49270.984130848,42870.142730676,45934.663635231,40114.322433507,28803.5420455982
PG (20:4),0.1001957737351755,5.834956684382045,0.18805706526961785,0.6645386487136965,0.9993182725636095,550.2875 -> 361.2875,PG,24913.9221420292,40252.6026687509,30779.402633669,26349.842063891,24012.381637574,25410.961853022,27146.3618392907,27931.582153319,24485.821685789,23731.7018127483,15458.4810981769
PG (20:5),0.007547355890482307,6.357506089321122,0.0010674384386106794,0.9739364107890026,0.9993182725636095,548.2719 -> 359.2719,PG,40056.622756969,42777.622734082,44378.122467032,41407.462631189,36560.62243654,38709.083175669,40714.343337959,44449.783081037,35155.062240621,33775.702499395,20689.381561288
PG (22:6),-0.1966249392574567,6.602549023219988,0.7239808414427101,0.3948412173411466,0.9993182725636095,574.2875 -> 385.2875,PG,45083.483337404,51332.9244003323,46985.823715248,48508.42308045,43784.663177471,47148.584121728,51667.903091463,47356.203887976,60247.704254103,48982.5631408492,16014.8812255813
PG (24:0),0.023712470701846695,7.037366965131316,0.01053825526446417,0.9182359924020254,0.9993182725636095,628.392 -> 439.392,PG,58811.204101513,70611.164154076,73823.785217293,83433.665786681,54444.803573601,52154.044128422,84997.106414709,58271.344726551,61219.264831511,60761.465286278,24648.8420105
PG (24:1),0.10068291634079071,6.230088071517818,0.18991694991063923,0.6629857483629541,0.9993182725636095,654.4076 -> 465.4076,PG,34956.902557383,43737.303543097,42353.423355088,42189.803344705,33323.342582698,32627.502441408,37578.782867418,34658.782913217,32594.862213144,35429.222503656,16901.321113583
PG (26:0),-0.059791972357427815,7.029311251012896,0.06699969313058318,0.7957563871887635,0.9993182725636095,656.4233 -> 467.4233,PG,56988.62417599,75169.105804454,68500.024765028,71848.864135732,52933.343627938,59762.324554454,80609.345046977,54364.2239150981,59240.844207756,66355.624420188,27988.52200317
PG (28:0),-0.15052174522979567,13.720109427347143,0.4245433410105761,0.5146786674513788,0.9993182725636095,684.4546 -> 495.4546,PG,8509496.68505874,7129910.17944332,5638664.29174809,6988661.76440391,6153589.82080083,7930808.68774409,5407536.30297845,7535172.04345681,7872490.86059619,7315621.7563476,1209297.90930168
PG (30:0),0.1420266193349146,7.1945558969831795,0.3779121937419774,0.5387227182492835,0.9993182725636095,712.4859 -> 523.4859,PG,58244.423980734,105509.626769966,74421.84469608,77054.225097643,66243.084655765,64674.724945075,67739.48437498,61401.004333474,71013.725860595,61488.004394541,39074.082489018
PG (30:1),-0.013609115834396389,6.371634606043412,0.003470600063906204,0.9530223601156219,0.9993182725636095,710.4702 -> 521.4702,PG,33120.802307124,41814.8036041189,41941.243103026,38820.822387693,39410.842674246,34253.042572008,43555.803283692,35385.082756023,36153.762542706,36716.382431012,29642.101760865
PG (30:2),-0.037010748623832954,6.537020341911578,0.025668361840786247,0.8727129044982231,0.9993182725636095,708.4546 -> 519.4546,PG,35249.182464589,45098.663452147,48703.143035895,37147.782775868,36494.962615964,39747.022674543,43505.622726442,39259.682571415004,38415.48263548,35541.302215577,45232.0830230295
PG (30:3),0.15918258382246822,6.115808847920198,0.47456034070245323,0.49089664567960706,0.9993182725636095,706.4389 -> 517.4389,PG,34026.742431642,37326.622680658,40438.062667844,34858.342651373,34387.562469488,26870.101806645,30847.821929934,34283.062683123,29187.182113645,31620.5018158,18732.001449587
PG (30:4),-0.08973347132928439,6.456050290481559,0.1508705061041269,0.6977048557357118,0.9993182725636095,704.4233 -> 515.4233,PG,42507.323089599,46184.862853995,44270.803710939,44651.983795191,35543.242187496,44440.522827114,40897.022628775,42756.663055439,43862.183166493,42147.822280904,21440.201568604
PG (32:0),0.1474855389020687,10.125853029465807,0.40758630691289,0.5231971498730726,0.9993182725636095,740.5172 -> 551.5172,PG,861964.0405273,716767.883788902,515405.43933041,534763.68810982,480922.89440863,580479.970702601,402859.0904542,547290.659607,567677.484435519,550243.57653846,140049.607055601
PG (32:1),-0.18147943668806013,6.9212089614006675,0.6168472187665373,0.43222129768655426,0.9993182725636095,738.5015 -> 549.5015,PG,58738.92407225,58724.983642548,60136.623809821,52477.644012436,55750.324157708,64786.684692363,63521.785034183,58916.40374758,62183.284362781,57081.223815913,28434.682006823
PG (32:2),0.14600690252772738,7.721716217388271,0.3994114789420564,0.5273933502140945,0.9993182725636095,736.4859 -> 547.4859,PG,217347.837737958,90445.846130434,76104.684814513,116051.188415513,79060.384704595,98504.706787137,98905.727661151,110939.647613464,91460.006530808,95827.526062067,31517.462402347
PG (34:0),-0.14233377758994192,7.831625209034114,0.3795777692629373,0.537829293733971,0.9993182725636095,768.5485 -> 579.5485,PG,112145.06817629,118237.548400821,108044.228149471,104693.167205809,95828.726745599,128197.68853759,114001.547668454,106437.868103005,110220.227600058,103446.448425293,58768.904052732
PG (36:6),-0.21799620306065215,10.826394843874203,0.8900190809372361,0.34547213720474806,0.9993182725636095,784.4859 -> 595.4859,PG,981296.28564478,872163.11303706,984504.06176757,831182.35473618,749382.53759765,1257995.66406253,1008378.69750952,862910.52343709,879909.98413085,853870.12377921,254319.07812499
PG (36:7),0.04363365384442848,7.024031073559734,0.03568120986898293,0.850175343062016,0.9993182725636095,782.4702 -> 593.4702,PG,67516.285156209007,66417.444641117,65899.144073493,63706.944061278,57742.523986839,54832.52365111,60767.564758295,55991.343780495,67347.984832743,55890.263763416,39568.303283697
PG (36:8),-0.06933091360932125,7.66757902967131,0.09008814968228762,0.7640651214682501,0.9993182725636095,780.4546 -> 591.4546,PG,142838.930725131,95925.446655259,97038.8070679029,84651.725280745,87836.307006874,116454.588989172,103226.027954109,100480.947509778,98667.9864196959,86467.745849587,39607.382904047
PG (38:0),0.0693737245790713,7.3556289333219125,0.0901956581220702,0.7639285640754483,0.9993182725636095,824.6111 -> 635.6111,PG,101975.767578106,87689.02615358,81897.226135306,77859.905487048,69783.264678961,79544.526245129,70591.685516373,69531.044647249,79591.745300282,78062.82568354,40575.282135024
PG (38:2),0.07616046573886873,8.992099909995115,0.10871891459464678,0.7416073734887987,0.9993182725636095,820.5798 -> 631.5798,PG,307328.039489607,281797.498291025,249197.173950237,302128.461120499,269294.277099643,297166.080139096,211510.5366212,272127.300475965,240098.815612899,241532.878906204,43269.962707529
PG (38:3),-0.07003938520624568,7.8358186304914375,0.09194011177009997,0.7617250439000672,0.9993182725636095,818.5641 -> 629.5641,PG,135703.791198722,115093.109344506,123367.528686482,103689.726745604,95364.06744384,138982.450378407,115189.327209451,108164.807434077,105376.627258363,101462.706970234,43204.942779522
PG (38:4),0.014847964039601504,6.705453260332632,0.004131631138989178,0.9487490573891124,0.9993182725636095,816.5485 -> 627.5485,PG,50937.523956299,54144.403503404,62034.163665775,49405.523376463,45475.263092041,47835.763366692,48492.903350818,48284.503631596,51432.443481451,48713.563812264,26231.941833492
PG (38:5),0.11181890324711533,6.5850229228761386,0.23425940133370204,0.6283833754227309,0.9993182725636095,814.5328 -> 625.5328,PG,49366.243286113,48407.56365967,60827.683837873,44414.683105465,41578.883209214,42088.383056631,42194.36294556,41085.182617187,43324.383422842,44804.202896121,27641.102035523
PG (38:7),-0.07614975551224169,7.018604391946934,0.10866787715571036,0.741665865276171,0.9993182725636095,810.5015 -> 621.5015,PG,64486.424560554,72774.565673816,62695.284851051,58324.684295634,54574.504364026,61444.70471195,63195.464172359,59367.584197991,63005.104629534,64204.184600855,34619.56251526
PG (40:2),0.11936230533104114,6.364181960451246,0.2669104210621641,0.6054118583204261,0.9993182725636095,848.6111 -> 659.6111,PG,42175.942901619,45758.703674303,48844.923461915,40119.783081054,38348.522491434,38120.542663567,37490.462951646,33404.822303761,39541.862472537,38508.402770993,19912.101501459
PG (40:4),0.19632367315393254,6.366446423972468,0.7217088800233569,0.39558393700831057,0.9993182725636095,844.5798 -> 655.5798,PG,39520.262161264,54752.60379029,43383.142974876,41740.042907723,37068.602493272,34104.641937258,37263.52249145,33701.50277708,42988.34286499,30702.741744987,23602.721801759
PG (40:5),0.10744932823895198,6.4066956805353374,0.2163017389692642,0.6418723720958642,0.9993182725636095,842.5641 -> 653.5641,PG,37451.822784423,51768.803421032,43950.583465578,40130.922576919,38563.023223882,36900.922546376,37322.942214965,35973.042724617,37938.842803947,37365.382476817,27669.421646112
PG (40:8),0.11243857102067151,7.201224276498476,0.23689272416316953,0.62645941607205,0.9993182725636095,836.5172 -> 647.5172,PG,89642.346160927,83317.746215822,75018.00512694,74240.684448224,72848.704437279,77184.605712876,61744.825164814,71080.904876689,71090.825561488,64222.764434771,26270.262054448
PG (40:9),0.15130822215181636,6.4398362928582245,0.42883460778352855,0.5125613431490649,0.9993182725636095,834.5015 -> 645.5015,PG,48449.343200674,47000.923431366,52632.243530258,42429.383239729,39340.60256959,36181.142562881,37831.802703859,39924.703094486,41631.763183585,39735.862854009,20461.661636352
PG (42:0),0.14017481035695697,6.438184892997413,0.368070286593593,0.5440580107266569,0.9993182725636095,880.6737 -> 691.6737,PG,45047.003082263,57695.544334391,45209.242935174,41228.34281923,36414.462432866,39373.822586048,41499.882690434,37392.622695919,41410.362640369,33886.462158194,23051.861625675
PG (42:10),0.21959223153468152,6.192083415387078,0.902702553298582,0.3420580894514254,0.9993182725636095,860.5172 -> 671.5172,PG,40149.963104245,41190.763526904,43166.662796007004,36133.362792973,32962.122177098,30274.802268975,31101.782363891,27912.76184082,32950.762435918,34570.922332762,20538.541564937
PG (42:11),-0.01893611554605711,6.513555668672236,0.006719723802177668,0.9346674512930371,0.9993182725636095,858.5015 -> 669.5015,PG,42847.583648684,50067.883880645,46451.723861727,48122.822998004,41902.603187564,35399.982223516,38599.723159782,45606.903289809,56148.204711929,43684.543380721,20706.3013610813
PG (42:2),0.20692530954287303,6.942802285379107,0.8018061610226823,0.3705539051403194,0.9993182725636095,876.6424 -> 687.6424,PG,90698.2462463869,58938.58383176,91263.70657348,52736.023498531,50905.823364259,69061.305114752,44812.302948,55604.4836502433,55600.263519275,56583.70385746,18975.081161499
PG (42:3),-0.03315033679367266,9.064382995468703,0.02059984714287566,0.8858744088551416,0.9993182725636095,874.6267 -> 685.6267,PG,536450.69042963,248459.51904303,319271.764038038,162038.910095232,167192.07501221,371092.398986325,169952.931396527,309826.940551779,215806.915344212,313617.128356985,38900.382644659
PG (42:4),0.105769747227919,6.088860350629179,0.2095782159162809,0.6470981950339588,0.9993182725636095,872.6111 -> 683.6111,PG,34523.2030029269,39409.68226622,39208.862701416,32221.342285148,32020.622177133,29788.541870112,31777.342025765,27259.121841423,34531.222503669,32289.922042838,16202.061134343
PG (42:7),0.1407719718636621,6.765915064387283,0.37124147816302866,0.5423283326980827,0.9993182725636095,866.5641 -> 677.5641,PG,54724.063232389,69812.304748501,60216.523864764,53727.924285876,50350.343872067,51838.664001482,44480.763153072,51415.263916012,50607.303649912,48665.403839123,24496.341751102
PG (44:1),0.07318915128684883,5.8905382595998965,0.1003533821831013,0.7514059730696536,0.9993182725636095,906.6893 -> 717.6893,PG,28595.661811829,29992.4822769197,35571.8825264073,29434.961807256,25510.781768794,25806.0418319667,31621.6623611372,22140.941680903,26141.802047718,28161.521717069,17157.0012207035
